timestamp,flightId,fid,airline,airport,airportCode,direction,scheduled,estimated,status,passengerOrCargo,typeOfFlight,terminalId,gateNumber,fstandPosition,chkinRange,codeshare,aircraftSubtype,aircraftRegNo
2025-07-16 18:14:50,NH6895,2025071000000006763551,전일본공수,도쿄/하네다,HND,도착,202507160410,202507160341,도착,Passenger,I,P01,20,20,,Slave,32Q,HL8371
2025-07-16 18:14:50,UA805,2025071000000006762798,유나이티드항공,샌프란시스코,SFO,도착,202507160420,202507160347,도착,Passenger,I,P01,23,23,,Master,789,N26966
2025-07-16 18:14:50,OZ6621,2025071000000006763362,아시아나항공,샌프란시스코,SFO,도착,202507160420,202507160347,도착,Passenger,I,P01,23,23,,Slave,789,N26966
2025-07-16 18:14:50,KE076,2025071000000006762700,대한항공,밴쿠버,YVR,도착,202507160410,202507160401,도착,Passenger,I,P03,242,242,,Master,781,HL8536
2025-07-16 18:14:50,WS6060,2025071000000006763618,웨스트젯,밴쿠버,YVR,도착,202507160410,202507160401,도착,Passenger,I,P03,242,242,,Slave,781,HL8536
2025-07-16 18:14:50,VJ976,2025071000000006762289,비엣젯항공,푸꾸옥,PQC,도착,202507160400,202507160359,도착,Passenger,I,P02,108,108,,Master,320,VNA658
2025-07-16 18:14:50,KE006,2025071000000006762707,대한항공,라스베이거스,LAS,도착,202507160440,202507160403,도착,Passenger,I,P03,248,248,,Master,77W,HL8210
2025-07-16 18:14:50,DL7832,2025071000000006763500,델타항공,라스베이거스,LAS,도착,202507160440,202507160403,도착,Passenger,I,P03,248,248,,Slave,77W,HL8210
2025-07-16 18:14:50,KE012,2025071000000006763210,대한항공,로스앤젤레스,LAX,도착,202507160430,202507160410,도착,Passenger,I,P03,231,231,,Master,388,HL7622
2025-07-16 18:14:50,LA8425,2025071000000006763753,란항공,로스앤젤레스,LAX,도착,202507160430,202507160410,도착,Passenger,I,P03,231,231,,Slave,388,HL7622
2025-07-16 18:14:50,AM6701,2025071000000006763751,아에로멕시코,로스앤젤레스,LAX,도착,202507160430,202507160410,도착,Passenger,I,P03,231,231,,Slave,388,HL7622
2025-07-16 18:14:50,DL7834,2025071000000006763752,델타항공,로스앤젤레스,LAX,도착,202507160430,202507160410,도착,Passenger,I,P03,231,231,,Slave,388,HL7622
2025-07-16 18:14:50,KE720,2025071000000006763179,대한항공,도쿄/하네다,HND,도착,202507160435,202507160409,도착,Passenger,I,P03,236,236R,,Master,333,HL8003
2025-07-16 18:14:50,VS5530,2025071000000006763686,버진 애트란틱항공,도쿄/하네다,HND,도착,202507160435,202507160409,도착,Passenger,I,P03,236,236R,,Slave,333,HL8003
2025-07-16 18:14:50,AF5367,2025071000000006763687,에어 프랑스,도쿄/하네다,HND,도착,202507160435,202507160409,도착,Passenger,I,P03,236,236R,,Slave,333,HL8003
2025-07-16 18:14:50,JL5257,2025071000000006763688,일본항공,도쿄/하네다,HND,도착,202507160435,202507160409,도착,Passenger,I,P03,236,236R,,Slave,333,HL8003
2025-07-16 18:14:50,KE854,2025071000000006762701,대한항공,베이징/서우두,PEK,도착,202507160440,202507160411,도착,Passenger,I,P03,234,234,,Master,32Q,HL8557
2025-07-16 18:14:50,MF9095,2025071000000006763472,샤먼항공,베이징/서우두,PEK,도착,202507160440,202507160411,도착,Passenger,I,P03,234,234,,Slave,32Q,HL8557
2025-07-16 18:14:50,KE624,2025071000000006762086,대한항공,마닐라,MNL,도착,202507160435,202507160418,도착,Passenger,I,P03,232,232,,Master,77W,HL7204
2025-07-16 18:14:50,TW616,2025071000000006762258,티웨이항공,우한,WUH,도착,202507160520,202507160418,도착,Passenger,I,P02,125,125,,Master,738,HL8306
2025-07-16 18:14:50,DL027,2025071000000006762852,델타항공,애틀랜타,ATL,도착,202507160400,202507160417,도착,Passenger,I,P03,239,239R,,Master,359,N527DN
2025-07-16 18:14:50,KE5036,2025071000000006763854,대한항공,애틀랜타,ATL,도착,202507160400,202507160417,도착,Passenger,I,P03,239,239R,,Slave,359,N527DN
2025-07-16 18:14:50,7C2104,2025071000000006762834,제주항공,마닐라,MNL,도착,202507160430,202507160420,도착,Passenger,I,P02,103,103,,Master,738,HL8335
2025-07-16 18:14:50,H19754,2025071000000006763809,한 에어,마닐라,MNL,도착,202507160430,202507160420,도착,Passenger,I,P02,103,103,,Slave,738,HL8335
2025-07-16 18:14:50,VN440,2025071000000006762812,베트남항공,나트랑,CXR,도착,202507160430,202507160422,도착,Passenger,I,P02,114,114,,Master,32Q,VNA618
2025-07-16 18:14:50,KE5680,2025071000000006763506,대한항공,나트랑,CXR,도착,202507160430,202507160422,도착,Passenger,I,P02,114,114,,Slave,32Q,VNA618
2025-07-16 18:14:50,MM809,2025071000000006762177,피치항공,도쿄/하네다,HND,도착,202507160440,202507160426,도착,Passenger,I,P02,111,111,,Master,32N,JA214P
2025-07-16 18:14:50,OZ704,2025071000000006762169,아시아나항공,마닐라,MNL,도착,202507160450,202507160430,도착,Passenger,I,P01,12,12,,Master,772,HL7756
2025-07-16 18:14:50,VJ836,2025071000000006762370,비엣젯항공,나트랑,CXR,도착,202507160430,202507160436,도착,Passenger,I,P02,109,109,,Master,32Q,VNA549
2025-07-16 18:14:50,YP132,2025071000000006762118,에어프레미아,뉴어크,EWR,도착,202507160455,202507160454,도착,Passenger,I,P01,30,30,,Master,789,HL8516
2025-07-16 18:14:50,OZ324,2025071000000006762807,아시아나항공,청두/톈푸,TFU,도착,202507160510,202507160454,도착,Passenger,I,P01,18,18,,Master,32Q,HL8534
2025-07-16 18:14:50,CA5023,2025071000000006763570,중국국제항공,청두/톈푸,TFU,도착,202507160510,202507160454,도착,Passenger,I,P01,18,18,,Slave,32Q,HL8534
2025-07-16 18:14:50,LJ010D,2025071000000006762767,진에어,치앙마이,CNX,도착,202507160505,202507160455,도착,Passenger,I,P03,253,253,,Master,7M8,HL8353
2025-07-16 18:14:50,KE5090D,2025071000000006763430,대한항공,치앙마이,CNX,도착,202507160505,202507160455,도착,Passenger,I,P03,253,253,,Slave,7M8,HL8353
2025-07-16 18:14:50,KE178,2025071000000006763186,대한항공,홍콩,HKG,도착,202507160525,202507160505,도착,Passenger,I,P03,275,275,,Master,789,HL8084
2025-07-16 18:14:50,VS5516,2025071000000006763716,버진 애트란틱항공,홍콩,HKG,도착,202507160525,202507160505,도착,Passenger,I,P03,275,275,,Slave,789,HL8084
2025-07-16 18:14:50,DL7774,2025071000000006763717,델타항공,홍콩,HKG,도착,202507160525,202507160505,도착,Passenger,I,P03,275,275,,Slave,789,HL8084
2025-07-16 18:14:50,WS6036,2025071000000006763718,웨스트젯,홍콩,HKG,도착,202507160525,202507160505,도착,Passenger,I,P03,275,275,,Slave,789,HL8084
2025-07-16 18:14:50,AK1623,2025071000000006762218,에어아시아 버하드,코타키나발루,BKI,도착,202507160505,202507160503,도착,Passenger,I,P02,113,113,,Master,320,9MAGZ
2025-07-16 18:14:50,KE086,2025071000000006762703,대한항공,뉴욕/존에프케네디,JFK,도착,202507160450,202507160505,도착,Passenger,I,P03,249,249,,Master,77W,HL7205
2025-07-16 18:14:50,DL7844,2025071000000006763620,델타항공,뉴욕/존에프케네디,JFK,도착,202507160450,202507160505,도착,Passenger,I,P03,249,249,,Slave,77W,HL7205
2025-07-16 18:14:50,OZ746,2025071400000006774211,아시아나항공,홍콩,HKG,도착,202507160510,202507160508,도착,Passenger,I,P01,28,28,,Master,321,HL8074
2025-07-16 18:14:50,HX1566,2025071400000006774212,홍콩항공,홍콩,HKG,도착,202507160510,202507160508,도착,Passenger,I,P01,28,28,,Slave,321,HL8074
2025-07-16 18:14:50,UA7307,2025071400000006774213,유나이티드항공,홍콩,HKG,도착,202507160510,202507160508,도착,Passenger,I,P01,28,28,,Slave,321,HL8074
2025-07-16 18:14:50,TW644,2025071000000006764539,티웨이항공,홍콩,HKG,도착,202507160530,202507160509,도착,Passenger,I,P02,121,121,,Master,332,HL8276
2025-07-16 18:14:50,KE658,2025071000000006763095,대한항공,방콕/수완나품,BKK,도착,202507160505,202507160522,도착,Passenger,I,P03,222,222,,Master,333,HL8025
2025-07-16 18:14:50,DL7858,2025071000000006763794,델타항공,방콕/수완나품,BKK,도착,202507160505,202507160522,도착,Passenger,I,P03,222,222,,Slave,333,HL8025
2025-07-16 18:14:50,KQ5104,2025071000000006763795,케냐항공,방콕/수완나품,BKK,도착,202507160505,202507160522,도착,Passenger,I,P03,222,222,,Slave,333,HL8025
2025-07-16 18:14:50,KE454,2025071000000006763248,대한항공,하노이,HAN,도착,202507160525,202507160514,도착,Passenger,I,P03,255,255,,Master,77W,HL8010
2025-07-16 18:14:50,DL7808,2025071000000006763645,델타항공,하노이,HAN,도착,202507160525,202507160514,도착,Passenger,I,P03,255,255,,Slave,77W,HL8010
2025-07-16 18:14:50,WS6038,2025071000000006763646,웨스트젯,하노이,HAN,도착,202507160525,202507160514,도착,Passenger,I,P03,255,255,,Slave,77W,HL8010
2025-07-16 18:14:50,VS5518,2025071000000006763647,버진 애트란틱항공,하노이,HAN,도착,202507160525,202507160514,도착,Passenger,I,P03,255,255,,Slave,77W,HL8010
2025-07-16 18:14:50,VN3410,2025071000000006763648,베트남항공,하노이,HAN,도착,202507160525,202507160514,도착,Passenger,I,P03,255,255,,Slave,77W,HL8010
2025-07-16 18:14:50,AM090,2025071000000006762790,아에로멕시코,멕시코시티,MEX,도착,202507160600,202507160518,도착,Passenger,I,P03,257,257,,Master,788,N967AM
2025-07-16 18:14:50,LA5114,2025071000000006763730,란항공,멕시코시티,MEX,도착,202507160600,202507160518,도착,Passenger,I,P03,257,257,,Slave,788,N967AM
2025-07-16 18:14:50,KE462,2025071000000006763249,대한항공,다낭,DAD,도착,202507160530,202507160523,도착,Passenger,I,P03,278,278,,Master,789,HL8391
2025-07-16 18:14:50,WS6072,2025071000000006763651,웨스트젯,다낭,DAD,도착,202507160530,202507160523,도착,Passenger,I,P03,278,278,,Slave,789,HL8391
2025-07-16 18:14:50,VN3440,2025071000000006763652,베트남항공,다낭,DAD,도착,202507160530,202507160523,도착,Passenger,I,P03,278,278,,Slave,789,HL8391
2025-07-16 18:14:50,VS5522,2025071000000006763649,버진 애트란틱항공,다낭,DAD,도착,202507160530,202507160523,도착,Passenger,I,P03,278,278,,Slave,789,HL8391
2025-07-16 18:14:50,DL7812,2025071000000006763650,델타항공,다낭,DAD,도착,202507160530,202507160523,도착,Passenger,I,P03,278,278,,Slave,789,HL8391
2025-07-16 18:14:50,PR484,2025071000000006762206,필리핀항공,세부,CEB,도착,202507160550,202507160526,도착,Passenger,I,P01,47,47,,Master,321,RPC9925
2025-07-16 18:14:50,OZ358,2025071000000006762752,아시아나항공,광저우,CAN,도착,202507160545,202507160523,도착,Passenger,I,P01,22,22,,Master,32Q,HL8510
2025-07-16 18:14:50,ZH3291,2025071000000006763576,심천항공,광저우,CAN,도착,202507160545,202507160523,도착,Passenger,I,P01,22,22,,Slave,32Q,HL8510
2025-07-16 18:14:50,LJ092,2025071000000006762379,진에어,푸꾸옥,PQC,도착,202507160520,202507160527,도착,Passenger,I,P03,256,256,,Master,738,HL8246
2025-07-16 18:14:50,PR466,2025071000000006762205,필리핀항공,마닐라,MNL,도착,202507160600,202507160531,도착,Passenger,I,P01,36,36,,Master,321,RPC9909
2025-07-16 18:14:50,7C2316,2025071000000006762804,제주항공,푸꾸옥,PQC,도착,202507160545,202507160534,도착,Passenger,I,P01,37,37,,Master,738,HL8087
2025-07-16 18:14:50,H19982,2025071000000006763447,한 에어,푸꾸옥,PQC,도착,202507160545,202507160534,도착,Passenger,I,P01,37,37,,Slave,738,HL8087
2025-07-16 18:14:50,RS582,2025071000000006762296,에어서울,보홀 팡라오,TAG,도착,202507160550,202507160537,도착,Passenger,I,P01,41,41,,Master,321,HL8255
2025-07-16 18:14:50,KE644,2025071000000006763174,대한항공,싱가포르,SIN,도착,202507160600,202507160544,도착,Passenger,I,P03,225,225,,Master,77W,HL7782
2025-07-16 18:14:50,DL7820,2025071000000006763664,델타항공,싱가포르,SIN,도착,202507160600,202507160544,도착,Passenger,I,P03,225,225,,Slave,77W,HL7782
2025-07-16 18:14:50,WS6032,2025071000000006763665,웨스트젯,싱가포르,SIN,도착,202507160600,202507160544,도착,Passenger,I,P03,225,225,,Slave,77W,HL7782
2025-07-16 18:14:50,UL3816,2025071000000006763666,스리랑카항공,싱가포르,SIN,도착,202507160600,202507160544,도착,Passenger,I,P03,225,225,,Slave,77W,HL7782
2025-07-16 18:14:50,KE424,2025071000000006762303,대한항공,괌,GUM,도착,202507160540,202507160539,도착,Passenger,I,P03,241,241,,Master,77W,HL8011
2025-07-16 18:14:50,LO097,2025071000000006762211,폴란드항공,바르샤바,WAW,도착,202507160625,202507160539,도착,Passenger,I,P01,39,39,,Master,789,SPLSG
2025-07-16 18:14:50,VJ962,2025071000000006762282,비엣젯항공,하노이,HAN,도착,202507160530,202507160543,도착,Passenger,I,P02,102,102,,Master,321,VNA542
2025-07-16 18:14:50,OZ756,2025071000000006762801,아시아나항공,다낭,DAD,도착,202507160555,202507160548,도착,Passenger,I,P01,23,23,,Master,333,HL8286
2025-07-16 18:14:50,AC6972,2025071000000006763606,에어캐나다,다낭,DAD,도착,202507160555,202507160548,도착,Passenger,I,P01,23,23,,Slave,333,HL8286
2025-07-16 18:14:50,7C2516,2025071000000006762732,제주항공,치앙마이,CNX,도착,202507160550,202507160550,도착,Passenger,I,P02,128,128,,Master,738,HL8334
2025-07-16 18:14:50,H19915,2025071000000006763412,한 에어,치앙마이,CNX,도착,202507160550,202507160550,도착,Passenger,I,P02,128,128,,Slave,738,HL8334
2025-07-16 18:14:50,VJ834,2025071000000006762286,비엣젯항공,나트랑,CXR,도착,202507160535,202507160553,도착,Passenger,I,P02,117,117,,Master,321,VNA648
2025-07-16 18:14:50,KE486,2025071000000006763085,대한항공,푸꾸옥,PQC,도착,202507160555,202507160558,도착,Passenger,I,P03,276,276,,Master,333,HL7701
2025-07-16 18:14:50,DL7866,2025071000000006763726,델타항공,푸꾸옥,PQC,도착,202507160555,202507160558,도착,Passenger,I,P03,276,276,,Slave,333,HL7701
2025-07-16 18:14:50,VN3414,2025071000000006763727,베트남항공,푸꾸옥,PQC,도착,202507160555,202507160558,도착,Passenger,I,P03,276,276,,Slave,333,HL7701
2025-07-16 18:14:50,ZE512,2025071100000006766972,이스타항공,방콕/수완나품,BKK,도착,202507160600,202507160603,도착,Passenger,I,P02,122,122,,Master,7M8,HL8599
2025-07-16 18:14:50,TW174,2025071000000006762314,티웨이항공,다낭,DAD,도착,202507160635,202507160604,도착,Passenger,I,P02,127,127,,Master,738,HL8354
2025-07-16 18:14:50,BX748,2025071000000006762164,에어부산,방콕/수완나품,BKK,도착,202507160605,202507160607,도착,Passenger,I,P01,48,48,,Master,32Q,HL8526
2025-07-16 18:14:50,YP602,2025071000000006762116,에어프레미아,방콕/수완나품,BKK,도착,202507160625,202507160613,도착,Passenger,I,P01,32,32,,Master,789,HL8703
2025-07-16 18:14:50,TW162,2025071000000006762318,티웨이항공,싱가포르,SIN,도착,202507160630,202507160610,도착,Passenger,I,P02,106,106,,Master,333,HL8501
2025-07-16 18:14:50,VJ864,2025071000000006762291,비엣젯항공,호찌민,SGN,도착,202507160545,202507160613,도착,Passenger,I,P02,108,108,,Master,32Q,VNA538
2025-07-16 18:14:50,KE626,2025071000000006762087,대한항공,마닐라,MNL,도착,202507160615,202507160620,도착,Passenger,I,P03,245,245,,Master,32Q,HL8509
2025-07-16 18:14:50,KE616,2025071000000006762084,대한항공,세부,CEB,도착,202507160630,202507160626,도착,Passenger,I,P03,220,220,,Master,773,HL7532
2025-07-16 18:14:50,VJ878,2025071000000006762283,비엣젯항공,다낭,DAD,도착,202507160600,202507160619,도착,Passenger,I,P02,104,104,,Master,321,VNA670
2025-07-16 18:14:50,VN430,2025071000000006762813,베트남항공,다낭,DAD,도착,202507160600,202507160623,도착,Passenger,I,P02,109,109,,Master,32Q,VNA616
2025-07-16 18:14:50,KE5674,2025071000000006763505,대한항공,다낭,DAD,도착,202507160600,202507160623,도착,Passenger,I,P02,109,109,,Slave,32Q,VNA616
2025-07-16 18:14:50,KE498,2025071000000006762681,대한항공,델리,DEL,도착,202507160550,202507160625,도착,Passenger,I,P03,239,239R,,Master,333,HL8026
2025-07-16 18:14:50,DL7818,2025071000000006763660,델타항공,델리,DEL,도착,202507160550,202507160625,도착,Passenger,I,P03,239,239R,,Slave,333,HL8026
2025-07-16 18:14:50,VJ926,2025071000000006762290,비엣젯항공,하이퐁,HPH,도착,202507160615,202507160622,도착,Passenger,I,P02,123,123,,Master,321,VNA698
2025-07-16 18:14:50,OZ223,2025071000000006763207,아시아나항공,뉴욕/존에프케네디,JFK,도착,202507160610,202507160629,도착,Passenger,I,P01,17,17,,Master,388,HL7635
2025-07-16 18:14:50,CM8020,2025071000000006763563,코파항공,뉴욕/존에프케네디,JFK,도착,202507160610,202507160629,도착,Passenger,I,P01,17,17,,Slave,388,HL7635
2025-07-16 18:14:50,TG6754,2025071000000006763564,타이항공,뉴욕/존에프케네디,JFK,도착,202507160610,202507160629,도착,Passenger,I,P01,17,17,,Slave,388,HL7635
2025-07-16 18:14:50,UA7301,2025071000000006763565,유나이티드항공,뉴욕/존에프케네디,JFK,도착,202507160610,202507160629,도착,Passenger,I,P01,17,17,,Slave,388,HL7635
2025-07-16 18:14:50,OZ734,2025071000000006763080,아시아나항공,하노이,HAN,도착,202507160550,202507160632,도착,Passenger,I,P01,7,7,,Master,333,HL7747
2025-07-16 18:14:50,AC6985,2025071000000006763595,에어캐나다,하노이,HAN,도착,202507160550,202507160632,도착,Passenger,I,P01,7,7,,Slave,333,HL7747
2025-07-16 18:14:50,UA7313,2025071000000006763596,유나이티드항공,하노이,HAN,도착,202507160550,202507160632,도착,Passenger,I,P01,7,7,,Slave,333,HL7747
2025-07-16 18:14:50,VN416,2025071000000006762793,베트남항공,하노이,HAN,도착,202507160550,202507160630,도착,Passenger,I,P02,110,110,,Master,781,VNA874
2025-07-16 18:14:50,KE5684,2025071000000006763504,대한항공,하노이,HAN,도착,202507160550,202507160630,도착,Passenger,I,P02,110,110,,Slave,781,VNA874
2025-07-16 18:14:50,OZ354,2025071100000006766940,아시아나항공,충칭,CKG,도착,202507160625,202507160633,도착,Passenger,I,P01,10,10,,Master,32Q,HL8533
2025-07-16 18:14:50,CA5041,2025071500000006776647,중국국제항공,충칭,CKG,도착,202507160625,202507160633,도착,Passenger,I,P01,10,10,,Slave,32Q,HL8533
2025-07-16 18:14:50,LJ038,2025071000000006762761,진에어,클라크필드,CRK,도착,202507160630,202507160633,도착,Passenger,I,P03,264,264,,Master,738,HL8013
2025-07-16 18:14:50,KE5764,2025071000000006763431,대한항공,클라크필드,CRK,도착,202507160630,202507160633,도착,Passenger,I,P03,264,264,,Slave,738,HL8013
2025-07-16 18:14:50,OZ752,2025071000000006763048,아시아나항공,싱가포르,SIN,도착,202507160640,202507160636,도착,Passenger,I,P01,46,46,,Master,359,HL8521
2025-07-16 18:14:50,SQ5752,2025071000000006763604,싱가포르항공,싱가포르,SIN,도착,202507160640,202507160636,도착,Passenger,I,P01,46,46,,Slave,359,HL8521
2025-07-16 18:14:50,AC6995,2025071000000006763605,에어캐나다,싱가포르,SIN,도착,202507160640,202507160636,도착,Passenger,I,P01,46,46,,Slave,359,HL8521
2025-07-16 18:14:50,7C2108,2025071000000006762724,제주항공,클라크필드,CRK,도착,202507160630,202507160635,도착,Passenger,I,P02,101,101,,Master,738,HL8318
2025-07-16 18:14:50,H19856,2025071000000006763406,한 에어,클라크필드,CRK,도착,202507160630,202507160635,도착,Passenger,I,P02,101,101,,Slave,738,HL8318
2025-07-16 18:14:50,KE690,2025071000000006762684,대한항공,프놈펜,PNH,도착,202507160700,202507160639,도착,Passenger,I,P03,248,248,,Master,333,HL7553
2025-07-16 18:14:50,DL7880,2025071000000006763677,델타항공,프놈펜,PNH,도착,202507160700,202507160639,도착,Passenger,I,P03,248,248,,Slave,333,HL7553
2025-07-16 18:14:50,TW188,2025071000000006762313,티웨이항공,나트랑,CXR,도착,202507160710,202507160642,도착,Passenger,I,P02,115,115,,Master,738,HL8323
2025-07-16 18:14:50,VN408,2025071000000006762794,베트남항공,호찌민,SGN,도착,202507160640,202507160648,도착,Passenger,I,P02,113,113,,Master,781,VNA877
2025-07-16 18:14:50,KE5682,2025071000000006763502,대한항공,호찌민,SGN,도착,202507160640,202507160648,도착,Passenger,I,P02,113,113,,Slave,781,VNA877
2025-07-16 18:14:50,KE672,2025071000000006763092,대한항공,쿠알라룸푸르,KUL,도착,202507160705,202507160644,도착,Passenger,I,P03,247,247,,Master,333,HL7585
2025-07-16 18:14:50,DL7912,2025071000000006763783,델타항공,쿠알라룸푸르,KUL,도착,202507160705,202507160644,도착,Passenger,I,P03,247,247,,Slave,333,HL7585
2025-07-16 18:14:50,MH5620,2025071000000006763784,말레이시아 항공,쿠알라룸푸르,KUL,도착,202507160705,202507160644,도착,Passenger,I,P03,247,247,,Slave,333,HL7585
2025-07-16 18:14:50,OZ708,2025071000000006762170,아시아나항공,클라크필드,CRK,도착,202507160705,202507160647,도착,Passenger,I,P01,12,12,,Master,32Q,HL8399
2025-07-16 18:14:50,AF264,2025071000000006763098,에어 프랑스,파리/샤를드골,CDG,도착,202507160630,202507160647,도착,Passenger,I,P03,251,251,,Master,359,FHUVO
2025-07-16 18:14:50,KE5902,2025071000000006763835,대한항공,파리/샤를드골,CDG,도착,202507160630,202507160647,도착,Passenger,I,P03,251,251,,Slave,359,FHUVO
2025-07-16 18:14:50,KL2018,2025071000000006763836,KLM네덜란드항공,파리/샤를드골,CDG,도착,202507160630,202507160647,도착,Passenger,I,P03,251,251,,Slave,359,FHUVO
2025-07-16 18:14:50,KE476,2025071000000006763250,대한항공,호찌민,SGN,도착,202507160700,202507160650,도착,Passenger,I,P03,241,241,,Master,77W,HL8218
2025-07-16 18:14:50,DL7926,2025071000000006763653,델타항공,호찌민,SGN,도착,202507160700,202507160650,도착,Passenger,I,P03,241,241,,Slave,77W,HL8218
2025-07-16 18:14:50,WS6040,2025071000000006763654,웨스트젯,호찌민,SGN,도착,202507160700,202507160650,도착,Passenger,I,P03,241,241,,Slave,77W,HL8218
2025-07-16 18:14:50,VS5520,2025071000000006763655,버진 애트란틱항공,호찌민,SGN,도착,202507160700,202507160650,도착,Passenger,I,P03,241,241,,Slave,77W,HL8218
2025-07-16 18:14:50,VN3400,2025071000000006763656,베트남항공,호찌민,SGN,도착,202507160700,202507160650,도착,Passenger,I,P03,241,241,,Slave,77W,HL8218
2025-07-16 18:14:50,OZ762,2025071000000006762171,아시아나항공,자카르타/수카르노하타,CGK,도착,202507160650,202507160651,도착,Passenger,I,P01,28,28,,Master,359,HL8383
2025-07-16 18:14:50,ZE594,2025071100000006767009,이스타항공,다낭,DAD,도착,202507160655,202507160655,도착,Passenger,I,P02,118,118,,Master,738,HL8549
2025-07-16 18:14:50,D7504,2025071000000006762323,에어아시아엑스,쿠알라룸푸르,KUL,도착,202507160700,202507160654,도착,Passenger,I,P02,121,121,,Master,333,9MXXG
2025-07-16 18:14:50,TW514,2025071000000006762259,티웨이항공,사이판,SPN,도착,202507160700,202507160652,도착,Passenger,I,P02,130,130,,Master,7M8,HL8514
2025-07-16 18:14:50,LJ088,2025071000000006762264,진에어,나트랑,CXR,도착,202507160715,202507160658,도착,Passenger,I,P03,278,278,,Master,772,HL7733
2025-07-16 18:14:50,7C3108,2025071000000006762141,제주항공,괌,GUM,도착,202507160655,202507160658,도착,Passenger,I,P02,129,129,,Master,738,HL8090
2025-07-16 18:14:50,TG656,2025071000000006763065,타이항공,방콕/수완나품,BKK,도착,202507160655,202507160700,도착,Passenger,I,P01,31,31,,Master,359,HSTHD
2025-07-16 18:14:50,OZ6764,2025071000000006763453,아시아나항공,방콕/수완나품,BKK,도착,202507160655,202507160700,도착,Passenger,I,P01,31,31,,Slave,359,HSTHD
